ref;traduction;code;paragraphe;statut;note;cadre
Hebreux 13:8;SKN;60-0911E;89;VALIDE;jesus meme hier;CONCEPT
Hebreux 13:12;SKN;60-0911E;157;EXACT;jesus afin sanctifie peuple propre sang souffert hors [couverture 9/12];CONCEPT
Jean 3:5;SKN;60-0911E;163;EXACT;jesus verite entrer royaume dieu [couverture 6/12];CONCEPT
Jean 14:0;SKN;60-0911E;90;VALIDE;chap->v.12: verite verite dis celui croit moi fera lui;CONCEPT
Jean 14:12;SKN;60-0911E;90;EXACT;verite dis celui croit moi fera lui fais [couverture 12/14];CONCEPT
Luc 24:0;SKN;60-0911E;86;VALIDE;chap->v.46: ainsi ecrit ainsi christ ressuscite morts troisieme jour;CONCEPT
Luc 24:26;SKN;60-0911E;86;PARTIEL;commencé, pas achevé — christ choses;CONCEPT
Luc 24:29;SKN;60-0911E;118;PARTIEL;commencé, pas achevé — rester;CONCEPT
Luc 24:49;SKN;60-0911E;71;EXACT;voici pere ville soyez revetus puissance haut [couverture 7/13];CONCEPT
Marc 16:0;SKN;60-0911E;92;VALIDE;chap->v.14: apparut onze etaient table reprocha incredulite durete parce;CONCEPT
Marc 16:0;SKN;60-0911E;117;VALIDE;chap->v.16: celui aura cru aura baptise sera celui cru;CONCEPT
Matthieu 10:0;SKN;60-0911E;111;VALIDE;chap->v.1: douze disciples donna esprits chasser guerir maladie;CONCEPT
Matthieu 10:1;SKN;60-0911E;105;PARTIEL;commencé, pas achevé — disciples chasser;CONCEPT
Matthieu 10:1;SKN;60-0911E;111;VALIDE;douze disciples donna esprits chasser guerir maladie;CONCEPT
Matthieu 16:0;SKN;60-0911E;75;VALIDE;chap->v.28: verite dis quelques ceux ici;CONCEPT
Matthieu 16:18;SKN;60-0911E;10;VALIDE;dis pierre roc batirai portes prevaudront contre;CONCEPT
Matthieu 16:18;SKN;60-0911E;72;VALIDE;roc batirai portes contre;CONCEPT
Matthieu 28:20;SKN;60-0911E;88;VALIDE;choses voici moi suis;CONCEPT
1 Corinthiens 12:0;SKN;61-0118;69;VALIDE;chap->v.15: disait parce main corps qua cela nest corps;CONCEPT
Actes 10:49;SKN;61-0118;60;LAPSUS;annoncé — dit en réalité actes 10:48;CONCEPT
actes 10:48;SKN;61-0118;60;LAPSUS-LU;lu — annoncé sous Actes 10:49;CONCEPT
Apocalypse 11:0;SKN;61-0118;66;VALIDE;chap->v.5: quelquun veut feu sort quelquun veut quil;CONCEPT
Esaie 9:0;SKN;61-0118;29;VALIDE;chap->v.6: enfant donne sera nom conseiller dieu pere;CONCEPT
Hebreux 13:8;SKN;61-0118;25;VALIDE;jesus meme hier aujourdhui eternellement;CONCEPT
Jean 4:0;SKN;61-0118;86;VALIDE;chap->v.25: femme lui sais messie christ vient sera venu;CONCEPT
Jean 5:0;SKN;61-0118;55;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:19;SKN;61-0118;55;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 6:0;SKN;61-0118;57;VALIDE;chap->v.57: pere envoye moi vis cause pere meme celui;CONCEPT
Jean 14:12;SKN;61-0118;27;VALIDE;dis celui croit moi fera lui fais;CONCEPT
Marc 16:0;SKN;61-0118;97;VALIDE;chap->v.16: celui cru sera celui cru sera;CONCEPT
1 Corinthiens 12:0;SKN;61-0414;12;VALIDE;chap->v.12: meme corps quil corps soient seul corps ainsi;CONCEPT
1 Timothee 3:16;SKN;61-0414;70;EXACT;contredit mystere piete grand dieu manifeste chair esprit [couverture 8/14];CONCEPT
Actes 4:0;SKN;61-0414;31;VALIDE;chap->v.19: pierre jean sil juste devant dieu ecouter plutot;CONCEPT
Jean 5:19;SKN;61-0414;5;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 14:7;SKN;61-0414;68;PARTIEL;commencé, pas achevé — pere maintenant;CONCEPT
Matthieu 12:0;SKN;61-0414;6;VALIDE;chap->v.31: cest dis peche sera hommes lesprit sera hommes;CONCEPT
1 Corinthiens 12:0;SKN;61-0515;6;VALIDE;chap->v.15: disait parce suis main suis corps qua cela;CONCEPT
Apocalypse 1:0;SKN;61-0515;89;VALIDE;chap->v.8: moi suis lalpha lomega seigneur dieu celui etait;CONCEPT
Marc 16:0;SKN;61-0515;21;VALIDE;chap->v.6: lui jesus nest ici voici mis;CONCEPT
1 Corinthiens 12:0;SKN;62-0609E;36;VALIDE;chap->v.15: pied parce suis main suis corps qua cela;CONCEPT
Actes 2:38;SKN;62-0609E;48;VALIDE;pierre repentez chacun soit baptise nom jesus christ;CONCEPT
Esaie 32:2;SKN;62-0609E;9;VALIDE;sera contre vent abri deau lieu lombre dun;CONCEPT
Hebreux 4:12;SKN;62-0609E;68;VALIDE;parole dieu penetrante epee deux tranchants jusqua lesprit;CONCEPT
Jean 5:24;SKN;62-0609E;48;VALIDE;verite celui entend parole croit envoye vie eternelle;CONCEPT
Jean 14:0;SKN;62-0609E;51;VALIDE;chap->v.10: moi suis pere pere moi moi moi meme;CONCEPT
Jean 14:12;SKN;62-0609E;49;VALIDE;verite celui croit moi fera lui fais parce;CONCEPT
Marc 16:0;SKN;62-0609E;48;VALIDE;chap->v.16: celui cru baptise sera celui cru sera;CONCEPT
Marc 16:0;SKN;62-0609E;49;VALIDE;chap->v.16: celui cru baptise sera celui cru sera;CONCEPT
Proverbes 18:10;SKN;62-0609E;9;VALIDE;nom leternel forte tour juste trouve;CONCEPT
1 Corinthiens 12:0;SKN;62-1014M;266;VALIDE;chap->v.15: parce corps qua cela nest corps;CONCEPT
Actes 2:38;SKN;62-1014M;129;PARTIEL;commencé, pas achevé — jesus christ;CONCEPT
Actes 7:0;SKN;62-1014M;52;VALIDE;chap->v.44: nos peres avaient tabernacle temoignage desert avait ordonne;CONCEPT
Actes 10:49;SKN;62-1014M;164;LAPSUS;annoncé — dit en réalité actes 10:44;CONCEPT
actes 10:44;SKN;62-1014M;164;LAPSUS-LU;lu — annoncé sous Actes 10:49;CONCEPT
Actes 19:11;SKN;62-1014M;151;PARTIEL;commencé, pas achevé — dieu;CONCEPT
Actes 28:19;SKN;62-1014M;129;PARTIEL;commencé, pas achevé — quelque contre;CONCEPT
Ephesiens 4:0;SKN;62-1014M;224;VALIDE;chap->v.11: lui donne uns apotres autres prophetes autres evangelistes;CONCEPT
Esaie 28:19;SKN;62-1014M;215;VALIDE;quil apres jour sera;CONCEPT
Hebreux 10:0;SKN;62-1014M;53;VALIDE;chap->v.5: cest pourquoi entrant monde nas voulu sacrifice mas;CONCEPT
Hebreux 11:0;SKN;62-1014M;84;VALIDE;chap->v.6: foi impossible lui celui dieu dieu quil remunerateur;CONCEPT
Hebreux 11:0;SKN;62-1014M;268;VALIDE;chap->v.35: femmes morts resurrection dautres furent tortures delivrance afin;CONCEPT
Jacques 5:14;SKN;62-1014M;151;VALIDE;quelquun quil lui;CONCEPT
Jean 3:0;SKN;62-1014M;78;VALIDE;chap->v.3: jesus lui dis quelquun nest nouveau voir royaume;CONCEPT
Jean 3:16;SKN;62-1014M;151;EXACT;dieu monde quil lui [couverture 5/14];CONCEPT
Jean 5:14;SKN;62-1014M;151;PARTIEL;commencé, pas achevé — choses lui;CONCEPT
Jean 14:7;SKN;62-1014M;108;PARTIEL;commencé, pas achevé — maintenant;CONCEPT
Matthieu 5:48;SKN;62-1014M;222;EXACT;soyez parfaits pere celeste parfait [couverture 5/5];CONCEPT
Matthieu 5:48;SKN;62-1014M;223;EXACT;soyez parfaits pere celeste parfait [couverture 5/5];CONCEPT
Psaumes 1:0;SKN;62-1014M;139;VALIDE;chap->v.3: sera arbre plante pres quil;CONCEPT
1 Corinthiens 12:0;SKN;62-1104M;153;VALIDE;chap->v.10: autre autre autre autre langues autre;CONCEPT
1 Timothee 3:0;SKN;62-1104M;167;VALIDE;chap->v.13: ceux ont eux christ jesus;CONCEPT
2 Pierre 1:0;SKN;62-1104M;61;VALIDE;chap->v.3: puissance donne vie piete connaissance vertu;CONCEPT
2 Timothee 4:0;SKN;62-1104M;236;VALIDE;chap->v.3: temps supporteront sain ayant docteurs selon propres convoitises;CONCEPT
Apocalypse 3:0;SKN;62-1104M;174;VALIDE;chap->v.17: parce dis suis suis nai;CONCEPT
Apocalypse 16:0;SKN;62-1104M;173;VALIDE;chap->v.1: grande disant sept anges terre sept coupes;CONCEPT
Apocalypse 17:0;SKN;62-1104M;178;VALIDE;chap->v.5: nom ecrit grande mere prostituees terre;CONCEPT
Apocalypse 17:3;SKN;62-1104M;173;EXACT;esprit desert vis femme assise bete ecarlate pleine [couverture 5/14];CONCEPT
Apocalypse 17:3;SKN;62-1104M;175;EXACT;esprit desert vis femme assise bete ecarlate pleine [couverture 11/14];CONCEPT
Apocalypse 17:15;SKN;62-1104M;174;VALIDE;eaux prostituee assise;CONCEPT
Ephesiens 1:5;SKN;62-1104M;134;VALIDE;predestines jesus christ bon;CONCEPT
Ephesiens 4:30;SKN;62-1104M;150;EXACT;saint dieu lequel scelles jour redemption [couverture 6/9];CONCEPT
Hebreux 11:0;SKN;62-1104M;79;VALIDE;chap->v.6: foi lui dieu croie dieu ceux;CONCEPT
Jean 3:16;SKN;62-1104M;157;VALIDE;dieu fils lui;CONCEPT
Jean 14:0;SKN;62-1104M;157;VALIDE;chap->v.10: pere pere dis dis meme pere;CONCEPT
1 Corinthiens 12:0;SKN;63-0728;180;VALIDE;chap->v.13: baptises esprit corps soit soit soit soit;CONCEPT
Apocalypse 7:0;SKN;63-0728;228;VALIDE;chap->v.14: dis sais ceux grande ont ont;CONCEPT
Apocalypse 17:0;SKN;63-0728;560;VALIDE;chap->v.5: avait nom grande terre;CONCEPT
Esther 2:0;SKN;63-0728;637;VALIDE;chap->v.17: roi lui couronne tete;CONCEPT
Hebreux 11:0;SKN;63-0728;626;VALIDE;chap->v.6: lui faut dieu dieu quil;CONCEPT
Hebreux 13:8;SKN;63-0728;131;EXACT;christ meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Jean 5:0;SKN;63-0728;125;VALIDE;chap->v.36: moi grand celui jean uvres uvres fais;CONCEPT
Jean 5:24;SKN;63-0728;24;EXACT;celui entend parole croit envoye vie vient jugement [couverture 10/14];CONCEPT
Jean 14:12;SKN;63-0728;125;EXACT;dis celui croit moi fera uvres fais [couverture 9/14];CONCEPT
Jean 14:12;SKN;63-0728;578;EXACT;dis celui croit moi fera lui uvres fais [couverture 10/14];CONCEPT
Malachie 3:0;SKN;63-0728;340;VALIDE;chap->v.1: jenvoie messager chemin devant moi seigneur;CONCEPT
Malachie 3:0;SKN;63-0728;577;VALIDE;chap->v.1: voici jenvoie messager devant moi lalliance;CONCEPT
Malachie 4:0;SKN;63-0728;330;VALIDE;chap->v.4: souvenez loi lui;CONCEPT
Malachie 4:0;SKN;63-0728;574;VALIDE;chap->v.5: voici envoie elie prophete avant jour;CONCEPT
Malachie 4:0;SKN;63-0728;577;VALIDE;chap->v.1: voici jour vient jour vient;CONCEPT
Marc 16:0;SKN;63-0728;238;VALIDE;chap->v.17: accompagneront ceux auront cru demons langues;CONCEPT
Marc 16:0;SKN;63-0728;536;VALIDE;chap->v.11: quil etait quil avait;CONCEPT
Matthieu 11:25;SKN;63-0728;291;EXACT;temps jesus pere ciel terre parce cache sages [couverture 9/14];CONCEPT
Matthieu 16:15;SKN;63-0728;214;EXACT;dites suis [couverture 2/2];CONCEPT
Matthieu 24:0;SKN;63-0728;565;VALIDE;chap->v.21: grande telle quil jusqua maintenant quil;CONCEPT
Psaumes 1:0;SKN;63-0728;427;VALIDE;chap->v.3: sera arbre plante pres rend fruit saison feuille;CONCEPT
Psaumes 22:0;SKN;63-0728;113;VALIDE;chap->v.16: mont ont perce mes mains mes pieds;CONCEPT
1 Corinthiens 12:0;SKN;63-0901M;217;VALIDE;chap->v.12: meme corps quil membres membres corps soient seul;CONCEPT
1 Corinthiens 12:0;SKN;63-0901M;262;VALIDE;chap->v.13: avons baptises dun seul esprit seul corps soit;CONCEPT
Actes 16:31;SKN;63-0901M;366;EXACT;crois seigneur jesus sauve toi [couverture 5/8];CONCEPT
Actes 19:0;SKN;63-0901M;103;VALIDE;chap->v.2: avez recu saint apres cru lui navons entendu;CONCEPT
Ephesiens 2:12;SKN;63-0901M;376;PARTIEL;commencé, pas achevé — temps dieu;CONCEPT
Ephesiens 4:30;SKN;63-0901M;400;EXACT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9];CONCEPT
Genese 4:10;SKN;63-0901M;355;VALIDE;sang frere crie terre;CONCEPT
Genese 4:10;SKN;63-0901M;357;VALIDE;sang frere crie terre;CONCEPT
Genese 9:0;SKN;63-0901M;322;VALIDE;chap->v.17: dieu cest signe lalliance moi chair;CONCEPT
Hebreux 9:11-14;SKN;63-0901M;376;VALIDE;venu grand main cest;CONCEPT
Hebreux 10:12;SKN;63-0901M;357;VALIDE;celui seul dieu;CONCEPT
Hebreux 11:0;SKN;63-0901M;88;VALIDE;chap->v.16: maintenant cest cest dieu deux dieu;CONCEPT
Hebreux 12:24;SKN;63-0901M;357;VALIDE;jesus sang parle mieux;CONCEPT
Hebreux 13:0;SKN;63-0901M;322;VALIDE;chap->v.20: dieu grand sang lalliance eternelle jesus;CONCEPT
Hebreux 13:8;SKN;63-0901M;387;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:8;SKN;63-0901M;432;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:10;SKN;63-0901M;322;PARTIEL;commencé, pas achevé — avons ceux;CONCEPT
Hebreux 13:10;SKN;63-0901M;324;PARTIEL;commencé, pas achevé — avons;CONCEPT
Jean 14:12;SKN;63-0901M;328;EXACT;celui croit moi fera fais [couverture 7/14];CONCEPT
Romains 8:1;SKN;63-0901M;330;EXACT;maintenant aucune condamnation ceux jesus [couverture 5/6];CONCEPT
1 Corinthiens 12:0;SKN;63-1128E;177;VALIDE;chap->v.15: parce suis main suis corps qua cela corps;CONCEPT
Actes 16:31;SKN;63-1128E;169;EXACT;crois seigneur jesus seras sauve toi maison [couverture 7/8];CONCEPT
Ephesiens 2:12;SKN;63-1128E;172;VALIDE;christ promesse dieu monde;CONCEPT
Ephesiens 4:30;SKN;63-1128E;54;VALIDE;saint esprit dieu jour redemption;CONCEPT
Ephesiens 4:30;SKN;63-1128E;176;EXACT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9];CONCEPT
Esaie 9:6;SKN;63-1128E;26;PARTIEL;commencé, pas achevé — fils dieu;CONCEPT
Esaie 28:19;SKN;63-1128E;26;PARTIEL;commencé, pas achevé — jour;CONCEPT
Esaie 35:0;SKN;63-1128E;26;VALIDE;chap->v.4: ont dieu vient dieu;CONCEPT
Genese 4:1;SKN;63-1128E;166;PARTIEL;commencé, pas achevé — cain;CONCEPT
Hebreux 9:11;SKN;63-1128E;172;VALIDE;christ main cest;CONCEPT
Hebreux 13:8;SKN;63-1128E;175;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:10;SKN;63-1128E;149;PARTIEL;commencé, pas achevé — ceux;CONCEPT
Jean 5:24;SKN;63-1128E;189;EXACT;dis celui parole croit envoye vie eternelle vient [couverture 11/14];CONCEPT
1 Corinthiens 12:0;SKN;64-0208;138;VALIDE;chap->v.15: parce suis main suis corps qua cela corps;CONCEPT
Actes 16:31;SKN;64-0208;128;VALIDE;seigneur jesus sauve maison;CONCEPT
Ephesiens 4:30;SKN;64-0208;138;EXACT;saint dieu lequel avez scelles jour redemption [couverture 7/9];CONCEPT
Exode 12:12;SKN;64-0208;2;EXACT;passerai pays nuit frapperai premier depuis jugements dieux [couverture 8/14];LECTURE
Genese 4:10;SKN;64-0208;127;VALIDE;voix sang crie;CONCEPT
Hebreux 1:0;SKN;64-0208;111;VALIDE;chap->v.1: dieu autrefois plusieurs plusieurs manieres parle peres prophetes;CONCEPT
Hebreux 9:11-14;SKN;64-0208;136;VALIDE;christ etant main;CONCEPT
Hebreux 12:24;SKN;64-0208;127;VALIDE;jesus sang parle mieux;CONCEPT
Hebreux 13:0;SKN;64-0208;106;VALIDE;chap->v.20: dieu morts puissance sang jesus;CONCEPT
Hebreux 13:8;SKN;64-0208;137;PARTIEL;commencé, pas achevé — christ meme;CONCEPT
Jean 14:12;SKN;64-0208;160;EXACT;dis celui croit moi fera fais grandes parce [couverture 9/14];CONCEPT
Malachie 4:0;SKN;64-0208;187;VALIDE;chap->v.6: fera peres peres;CONCEPT
1 Corinthiens 12:0;SKN;64-0614M;242;VALIDE;chap->v.13: avons seul seul soit soit soit soit;CONCEPT
1 Corinthiens 12:0;SKN;64-0614M;287;VALIDE;chap->v.10: autre autre autre autre autre;CONCEPT
1 Timothee 3:16;SKN;64-0614M;79;EXACT;contredit mystere piete grand dieu chair parmi [couverture 7/14];CONCEPT
2 Corinthiens 3:0;SKN;64-0614M;16;VALIDE;chap->v.14: ont jusqua aujourdhui meme prend;CONCEPT
Apocalypse 10:0;SKN;64-0614M;336;VALIDE;chap->v.7: jours septieme ange sera mystere dieu sera;CONCEPT
Apocalypse 10:0;SKN;64-0614M;341;VALIDE;chap->v.4: sept parle ciel disant scelle sept;CONCEPT
Apocalypse 10:0;SKN;64-0614M;342;VALIDE;chap->v.4: sept parle ciel disant scelle choses sept;CONCEPT
Apocalypse 19:0;SKN;64-0614M;342;VALIDE;chap->v.11: ciel cheval blanc celui appele;CONCEPT
Apocalypse 22:0;SKN;64-0614M;62;VALIDE;chap->v.18: quiconque quelquun ajoute dieu lui ajoutera;CONCEPT
Exode 19:0;SKN;64-0614M;129;VALIDE;chap->v.7: moise peuple devant eux lui avait;CONCEPT
Genese 1:0;SKN;64-0614M;62;VALIDE;chap->v.25: dieu selon selon selon dieu;CONCEPT
Genese 1:0;SKN;64-0614M;75;VALIDE;chap->v.25: dieu terre selon selon selon dieu;CONCEPT
Hebreux 1:0;SKN;64-0614M;286;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs parle peres prophetes;CONCEPT
Hebreux 13:8;SKN;64-0614M;88;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:8;SKN;64-0614M;322;PARTIEL;commencé, pas achevé — jesus meme;CONCEPT
Hebreux 13:8;SKN;64-0614M;346;VALIDE;meme hier aujourdhui eternellement;CONCEPT
Jean 1:0;SKN;64-0614M;83;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait;CONCEPT
Jean 12:20;SKN;64-0614M;94;VALIDE;grecs dentre etaient;CONCEPT
Jean 14:12;SKN;64-0614M;302;EXACT;verite celui moi lui fais [couverture 7/14];CONCEPT
Joel 2:28;SKN;64-0614M;74;VALIDE;apres repandrai esprit fils;CONCEPT
Luc 17:28;SKN;64-0614M;322;PARTIEL;commencé, pas achevé — meme;CONCEPT
Luc 17:28-29;SKN;64-0614M;302;VALIDE;meme jours jour;CONCEPT
Malachie 4:0;SKN;64-0614M;73;VALIDE;chap->v.6: fera fils fils frappe;CONCEPT
Malachie 4:0;SKN;64-0614M;302;VALIDE;chap->v.5: voici envoie elie prophete avant jour;CONCEPT
Malachie 4:0;SKN;64-0614M;322;VALIDE;chap->v.5: prophete avant grand;CONCEPT
Marc 16:0;SKN;64-0614M;181;VALIDE;chap->v.4: regarde voient etait etait;CONCEPT
Matthieu 24:24;SKN;64-0614M;169;EXACT;faux signes prodiges possible meme elus [couverture 7/14];CONCEPT
Matthieu 28:0;SKN;64-0614M;302;VALIDE;chap->v.1: jour jour lautre voir;CONCEPT
Philippiens 2:0;SKN;64-0614M;19;VALIDE;chap->v.2: rendez joie ayez meme pensee ayant meme amour;CONCEPT
1 Corinthiens 12:13;SKN;59-1217;156;VALIDE;avons baptises seul esprit corps;CONCEPT
1 Timothee 3:16;SKN;59-1217;20;EXACT;contredit mystere piete grand dieu manifeste chair parmi [couverture 8/14];CONCEPT
Actes 4:0;SKN;59-1217;169;VALIDE;chap->v.30: main quil fasse prodiges nom saint serviteur jesus;CONCEPT
Actes 18:0;SKN;59-1217;61;VALIDE;chap->v.10: parce suis toi personne toi parce jai grand;CONCEPT
Actes 19:0;SKN;59-1217;61;VALIDE;chap->v.2: avez recu lesprit saint apres cru lui entendu;CONCEPT
Ephesiens 4:30;SKN;59-1217;63;VALIDE;nattristez saint dieu lequel avez scelles jour redemption;CONCEPT
Jean 1:0;SKN;59-1217;54;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait;CONCEPT
Jean 12:24;SKN;59-1217;150;EXACT;dis grain ble terre sil meurt [couverture 6/14];CONCEPT
Jean 14:0;SKN;59-1217;19;VALIDE;chap->v.10: moi pere pere moi moi dis dis moi;CONCEPT
Jean 14:0;SKN;59-1217;21;VALIDE;chap->v.10: moi suis pere pere moi moi dis dis;CONCEPT
Jean 14:12;SKN;59-1217;53;EXACT;verite dis celui croit moi lui vais [couverture 8/14];CONCEPT
Jean 14:12;SKN;59-1217;60;EXACT;verite dis celui croit moi lui fais vais [couverture 8/14];CONCEPT
Jean 14:12;SKN;59-1217;65;VALIDE;verite dis celui croit moi fera lui fais;CONCEPT
Jean 14:12;SKN;59-1217;78;EXACT;dis moi lui fais parce [couverture 5/14];CONCEPT
Jean 14:14;SKN;59-1217;14;VALIDE;demandez quelque chose nom moi ferai;LECTURE
Jean 17:17;SKN;59-1217;54;EXACT;sanctifie verite parole [couverture 4/4];CONCEPT
Matthieu 10:0;SKN;59-1217;55;VALIDE;chap->v.37: celui pere moi nest moi celui fils moi;CONCEPT
1 Corinthiens 13:0;SKN;54-0829A;4;VALIDE;chap->v.2: jai prophetie mysteres connaissance foi montagnes lamour suis;LECTURE
Joel 1:0;SKN;54-0829A;11;VALIDE;chap->v.2: ecoutez ceci vieillards pretez loreille habitants pays ceci;LECTURE
Matthieu 16:0;SKN;54-0829A;30;VALIDE;chap->v.17: jesus lui simon chair sang tont revele cela;CONCEPT
1 Corinthiens 13:0;SKN;54-1205;14;VALIDE;chap->v.3: mes biens corps afin brule lamour cela rien;LECTURE
Hebreux 13:8;SKN;54-1205;1;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];LECTURE
Jean 5:0;SKN;54-1205;13;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;LECTURE
1 Corinthiens 13:0;SKN;56-0406;61;VALIDE;chap->v.13: maintenant choses foi lamour choses cest lamour;CONCEPT
Actes 2:0;SKN;56-0406;33;VALIDE;chap->v.36: certainement dieu seigneur christ jesus avez crucifie;CONCEPT
Hebreux 13:8;SKN;56-0406;59;VALIDE;jesus christ meme hier aujourdhui eternellement;CONCEPT
Jacques 5:15;SKN;56-0406;83;VALIDE;priere sil lui;CONCEPT
Jean 4:0;SKN;56-0406;68;VALIDE;chap->v.10: jesus lui connaissais don dieu celui donne moi;CONCEPT
Jean 5:19;SKN;56-0406;60;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 14:12;SKN;56-0406;49;EXACT;verite dis celui croit moi fera fais grandes [couverture 5/14];CONCEPT
Matthieu 8:0;SKN;56-0406;16;VALIDE;chap->v.17: esaie prophete lui pris nos porte nos;CONCEPT
1 Corinthiens 13:0;SKN;57-0309B;13;VALIDE;chap->v.2: prophetie mysteres connaissance foi suis rien;CONCEPT
Joel 2:25;SKN;57-0309B;7;VALIDE;qua sauterelle grande;LECTURE
Joel 2:38;SKN;57-0309B;11;LAPSUS;annoncé — dit en réalité actes 2:38;CONCEPT
actes 2:38;SKN;57-0309B;11;LAPSUS-LU;lu — annoncé sous Joel 2:38;CONCEPT
1 Corinthiens 13:0;SKN;57-0915E;193;VALIDE;chap->v.2: mysteres connaissance foi montagnes suis rien;CONCEPT
Esther 2:0;SKN;57-0915E;194;VALIDE;chap->v.5: homme fils fils fils;CONCEPT
Hebreux 13:12;SKN;57-0915E;181;EXACT;pourquoi jesus afin sanctifie peuple propre sang souffert [couverture 10/12];CONCEPT
Jeremie 1:4;SKN;57-0915E;128;PARTIEL;commencé, pas achevé — vint moi;CONCEPT
Matthieu 26:26;SKN;57-0915E;65;EXACT;mangeaient jesus pain beni rompit donna disciples prenez [couverture 11/14];CONCEPT
Romains 5:1;SKN;57-0915E;181;EXACT;justifies foi avons paix dieu seigneur jesus [couverture 7/10];CONCEPT
1 Corinthiens 13:0;SKN;59-0301M;91;VALIDE;chap->v.1: parle langues hommes anges lamour suis;CONCEPT
Deuteronome 14:2;SKN;59-0301M;95;PARTIEL;commencé, pas achevé — dieu;CONCEPT
1 Corinthiens 13:0;SKN;61-0217;45;VALIDE;chap->v.13: maintenant trois choses foi lamour choses cest lamour;CONCEPT
1 Jean 5:7;SKN;61-0217;58;VALIDE;trois rendent temoignage;CONCEPT
Actes 19:0;SKN;61-0217;55;VALIDE;chap->v.4: paul jean baptise bapteme peuple quils venait apres;CONCEPT
Apocalypse 7:0;SKN;61-0217;42;VALIDE;chap->v.1: apres cela vis quatre anges debout quatre coins;CONCEPT
Apocalypse 14:6;SKN;61-0217;41;VALIDE;vis autre ange milieu levangile eternel ceux terre;CONCEPT
Apocalypse 17:0;SKN;61-0217;60;VALIDE;chap->v.6: femme sang sang temoins jesus dun;CONCEPT
Ephesiens 1:13;SKN;61-0217;55;VALIDE;avez parole verite levangile cru scelles saint promesse;CONCEPT
Ephesiens 4:30;SKN;61-0217;55;VALIDE;nattristez saint dieu lequel avez scelles jour redemption;CONCEPT
Esaie 28:8-12;SKN;61-0217;62;PARTIEL;commencé, pas achevé — quil annonce;CONCEPT
